date,service,region,team,env,cost_usd,project_id
2025-05-22,BigQuery,us-central1,Data,prod,14.23,cloudgaze-prod-99
2025-05-23,Compute Engine,us-central1,Backend,prod,36.61,cloudgaze-prod-99
2025-05-23,Compute Engine,us-central1,Backend,dev,14.52,cloudgaze-prod-99
2025-05-23,Cloud SQL,us-central1,Database,prod,47.79,cloudgaze-prod-99
2025-05-23,Cloud SQL,us-central1,Database,staging,21.32,cloudgaze-prod-99
2025-05-23,Cloud Storage,us-central1,Data,prod,15.05,cloudgaze-prod-99
2025-05-23,Kubernetes Engine,europe-west1,DevOps,prod,65.6,cloudgaze-prod-99
2025-05-23,Kubernetes Engine,europe-west1,DevOps,staging,24.47,cloudgaze-prod-99
2025-05-23,BigQuery,us-central1,Data,prod,12.85,cloudgaze-prod-99
2025-05-24,Compute Engine,us-central1,Backend,prod,33.53,cloudgaze-prod-99
2025-05-24,Compute Engine,us-central1,Backend,dev,11.78,cloudgaze-prod-99
2025-05-24,Cloud SQL,us-central1,Database,prod,51.29,cloudgaze-prod-99
2025-05-24,Cloud SQL,us-central1,Database,staging,19.44,cloudgaze-prod-99
2025-05-24,Cloud Storage,us-central1,Data,prod,15.89,cloudgaze-prod-99
2025-05-24,Kubernetes Engine,europe-west1,DevOps,prod,53.97,cloudgaze-prod-99
2025-05-24,Kubernetes Engine,europe-west1,DevOps,staging,25.53,cloudgaze-prod-99
2025-05-24,BigQuery,us-central1,Data,prod,13.86,cloudgaze-prod-99
2025-05-25,Compute Engine,us-central1,Backend,prod,42.89,cloudgaze-prod-99
2025-05-25,Compute Engine,us-central1,Backend,dev,11.63,cloudgaze-prod-99
2025-05-25,Cloud SQL,us-central1,Database,prod,49.08,cloudgaze-prod-99
2025-05-25,Cloud SQL,us-central1,Database,staging,19.58,cloudgaze-prod-99
2025-05-25,Cloud Storage,us-central1,Data,prod,15.75,cloudgaze-prod-99
2025-05-25,Kubernetes Engine,europe-west1,DevOps,prod,56.47,cloudgaze-prod-99
2025-05-25,Kubernetes Engine,europe-west1,DevOps,staging,27.55,cloudgaze-prod-99
2025-05-25,BigQuery,us-central1,Data,prod,40.09,cloudgaze-prod-99
2025-05-26,Compute Engine,us-central1,Backend,prod,40.7,cloudgaze-prod-99
2025-05-26,Compute Engine,us-central1,Backend,dev,11.02,cloudgaze-prod-99
2025-05-26,Cloud SQL,us-central1,Database,prod,48.01,cloudgaze-prod-99
2025-05-26,Cloud SQL,us-central1,Database,staging,21.84,cloudgaze-prod-99
2025-05-26,Cloud Storage,us-central1,Data,prod,13.66,cloudgaze-prod-99
2025-05-26,Kubernetes Engine,europe-west1,DevOps,prod,59.1,cloudgaze-prod-99
2025-05-26,Kubernetes Engine,europe-west1,DevOps,staging,21.44,cloudgaze-prod-99
2025-05-26,BigQuery,us-central1,Data,prod,21.84,cloudgaze-prod-99
2025-05-27,Compute Engine,us-central1,Backend,prod,39.02,cloudgaze-prod-99
2025-05-27,Compute Engine,us-central1,Backend,dev,11.52,cloudgaze-prod-99
2025-05-27,Cloud SQL,us-central1,Database,prod,46.3,cloudgaze-prod-99
2025-05-27,Cloud SQL,us-central1,Database,staging,17.69,cloudgaze-prod-99
2025-05-27,Cloud Storage,us-central1,Data,prod,14.28,cloudgaze-prod-99
2025-05-27,Kubernetes Engine,europe-west1,DevOps,prod,51.84,cloudgaze-prod-99
2025-05-27,Kubernetes Engine,europe-west1,DevOps,staging,24.27,cloudgaze-prod-99
2025-05-27,BigQuery,us-central1,Data,prod,22.32,cloudgaze-prod-99
2025-05-28,Compute Engine,us-central1,Backend,prod,43.88,cloudgaze-prod-99
2025-05-28,Compute Engine,us-central1,Backend,dev,9.8,cloudgaze-prod-99
2025-05-28,Cloud SQL,us-central1,Database,prod,47.73,cloudgaze-prod-99
2025-05-28,Cloud SQL,us-central1,Database,staging,22.15,cloudgaze-prod-99
2025-05-28,Cloud Storage,us-central1,Data,prod,14.89,cloudgaze-prod-99
2025-05-28,Kubernetes Engine,europe-west1,DevOps,prod,67.75,cloudgaze-prod-99
2025-05-28,Kubernetes Engine,europe-west1,DevOps,staging,22.31,cloudgaze-prod-99
2025-05-28,BigQuery,us-central1,Data,prod,18.57,cloudgaze-prod-99
2025-05-29,Compute Engine,us-central1,Backend,prod,39.66,cloudgaze-prod-99
2025-05-29,Compute Engine,us-central1,Backend,dev,11.06,cloudgaze-prod-99
2025-05-29,Cloud SQL,us-central1,Database,prod,49.99,cloudgaze-prod-99
2025-05-29,Cloud SQL,us-central1,Database,staging,19.4,cloudgaze-prod-99
2025-05-29,Cloud Storage,us-central1,Data,prod,14.28,cloudgaze-prod-99
2025-05-29,Kubernetes Engine,europe-west1,DevOps,prod,59.02,cloudgaze-prod-99
2025-05-29,Kubernetes Engine,europe-west1,DevOps,staging,30.56,cloudgaze-prod-99
2025-05-29,BigQuery,us-central1,Data,prod,18.37,cloudgaze-prod-99
2025-05-30,Compute Engine,us-central1,Backend,prod,45.72,cloudgaze-prod-99
2025-05-30,Compute Engine,us-central1,Backend,dev,12.15,cloudgaze-prod-99
2025-05-30,Cloud SQL,us-central1,Database,prod,48.96,cloudgaze-prod-99
2025-05-30,Cloud SQL,us-central1,Database,staging,21.07,cloudgaze-prod-99
2025-05-30,Cloud Storage,us-central1,Data,prod,12.78,cloudgaze-prod-99
2025-05-30,Kubernetes Engine,europe-west1,DevOps,prod,54.42,cloudgaze-prod-99
2025-05-30,Kubernetes Engine,europe-west1,DevOps,staging,18.68,cloudgaze-prod-99
2025-05-30,BigQuery,us-central1,Data,prod,21.19,cloudgaze-prod-99
2025-05-31,Compute Engine,us-central1,Backend,prod,39.43,cloudgaze-prod-99
2025-05-31,Compute Engine,us-central1,Backend,dev,11.84,cloudgaze-prod-99
2025-05-31,Cloud SQL,us-central1,Database,prod,49.92,cloudgaze-prod-99
2025-05-31,Cloud SQL,us-central1,Database,staging,19.73,cloudgaze-prod-99
2025-05-31,Cloud Storage,us-central1,Data,prod,15.67,cloudgaze-prod-99
2025-05-31,Kubernetes Engine,europe-west1,DevOps,prod,67.55,cloudgaze-prod-99
2025-05-31,Kubernetes Engine,europe-west1,DevOps,staging,26.19,cloudgaze-prod-99
2025-05-31,BigQuery,us-central1,Data,prod,31.31,cloudgaze-prod-99
2025-06-01,Compute Engine,us-central1,Backend,prod,40.64,cloudgaze-prod-99
2025-06-01,Compute Engine,us-central1,Backend,dev,11.41,cloudgaze-prod-99
2025-06-01,Cloud SQL,us-central1,Database,prod,52.48,cloudgaze-prod-99
2025-06-01,Cloud SQL,us-central1,Database,staging,19.21,cloudgaze-prod-99
2025-06-01,Cloud Storage,us-central1,Data,prod,14.59,cloudgaze-prod-99
2025-06-01,Kubernetes Engine,europe-west1,DevOps,prod,57.48,cloudgaze-prod-99
2025-06-01,Kubernetes Engine,europe-west1,DevOps,staging,20.82,cloudgaze-prod-99
2025-06-01,BigQuery,us-central1,Data,prod,30.3,cloudgaze-prod-99
2025-06-02,Compute Engine,us-central1,Backend,prod,33.21,cloudgaze-prod-99
2025-06-02,Compute Engine,us-central1,Backend,dev,11.13,cloudgaze-prod-99
2025-06-02,Cloud SQL,us-central1,Database,prod,51.58,cloudgaze-prod-99
2025-06-02,Cloud SQL,us-central1,Database,staging,21.57,cloudgaze-prod-99
2025-06-02,Cloud Storage,us-central1,Data,prod,14.56,cloudgaze-prod-99
2025-06-02,Kubernetes Engine,europe-west1,DevOps,prod,67.87,cloudgaze-prod-99
2025-06-02,Kubernetes Engine,europe-west1,DevOps,staging,23.95,cloudgaze-prod-99
2025-06-02,BigQuery,us-central1,Data,prod,15.47,cloudgaze-prod-99
2025-06-03,Compute Engine,us-central1,Backend,prod,46.4,cloudgaze-prod-99
2025-06-03,Compute Engine,us-central1,Backend,dev,11.88,cloudgaze-prod-99
2025-06-03,Cloud SQL,us-central1,Database,prod,51.5,cloudgaze-prod-99
2025-06-03,Cloud SQL,us-central1,Database,staging,19.18,cloudgaze-prod-99
2025-06-03,Cloud Storage,us-central1,Data,prod,15.91,cloudgaze-prod-99
2025-06-03,Kubernetes Engine,europe-west1,DevOps,prod,58.88,cloudgaze-prod-99
2025-06-03,Kubernetes Engine,europe-west1,DevOps,staging,25.08,cloudgaze-prod-99
2025-06-03,BigQuery,us-central1,Data,prod,40.14,cloudgaze-prod-99
2025-06-04,Compute Engine,us-central1,Backend,prod,42.15,cloudgaze-prod-99
2025-06-04,Compute Engine,us-central1,Backend,dev,12.94,cloudgaze-prod-99
2025-06-04,Cloud SQL,us-central1,Database,prod,53.72,cloudgaze-prod-99
2025-06-04,Cloud SQL,us-central1,Database,staging,18.47,cloudgaze-prod-99
2025-06-04,Cloud Storage,us-central1,Data,prod,15.18,cloudgaze-prod-99
2025-06-04,Kubernetes Engine,europe-west1,DevOps,prod,63.45,cloudgaze-prod-99
2025-06-04,Kubernetes Engine,europe-west1,DevOps,staging,18.76,cloudgaze-prod-99
2025-06-04,BigQuery,us-central1,Data,prod,20.82,cloudgaze-prod-99
2025-06-05,Compute Engine,us-central1,Backend,prod,35.96,cloudgaze-prod-99
2025-06-05,Compute Engine,us-central1,Backend,dev,9.79,cloudgaze-prod-99
2025-06-05,Cloud SQL,us-central1,Database,prod,50.13,cloudgaze-prod-99
2025-06-05,Cloud SQL,us-central1,Database,staging,20.67,cloudgaze-prod-99
2025-06-05,Cloud Storage,us-central1,Data,prod,15.15,cloudgaze-prod-99
2025-06-05,Kubernetes Engine,europe-west1,DevOps,prod,56.15,cloudgaze-prod-99
2025-06-05,Kubernetes Engine,europe-west1,DevOps,staging,25.6,cloudgaze-prod-99
2025-06-05,BigQuery,us-central1,Data,prod,23.07,cloudgaze-prod-99
2025-06-06,Compute Engine,us-central1,Backend,prod,45.69,cloudgaze-prod-99
2025-06-06,Compute Engine,us-central1,Backend,dev,14.58,cloudgaze-prod-99
2025-06-06,Cloud SQL,us-central1,Database,prod,52.13,cloudgaze-prod-99
2025-06-06,Cloud SQL,us-central1,Database,staging,20.53,cloudgaze-prod-99
2025-06-06,Cloud Storage,us-central1,Data,prod,15.92,cloudgaze-prod-99
2025-06-06,Kubernetes Engine,europe-west1,DevOps,prod,53.52,cloudgaze-prod-99
2025-06-06,Kubernetes Engine,europe-west1,DevOps,staging,23.15,cloudgaze-prod-99
2025-06-06,BigQuery,us-central1,Data,prod,25.81,cloudgaze-prod-99
2025-06-07,Compute Engine,us-central1,Backend,prod,37.98,cloudgaze-prod-99
2025-06-07,Compute Engine,us-central1,Backend,dev,9.38,cloudgaze-prod-99
2025-06-07,Cloud SQL,us-central1,Database,prod,49.97,cloudgaze-prod-99
2025-06-07,Cloud SQL,us-central1,Database,staging,21.87,cloudgaze-prod-99
2025-06-07,Cloud Storage,us-central1,Data,prod,15.7,cloudgaze-prod-99
2025-06-07,Kubernetes Engine,europe-west1,DevOps,prod,60.75,cloudgaze-prod-99
2025-06-07,Kubernetes Engine,europe-west1,DevOps,staging,19.84,cloudgaze-prod-99
2025-06-07,BigQuery,us-central1,Data,prod,24.32,cloudgaze-prod-99
2025-06-08,Compute Engine,us-central1,Backend,prod,35.19,cloudgaze-prod-99
2025-06-08,Compute Engine,us-central1,Backend,dev,14.11,cloudgaze-prod-99
2025-06-08,Cloud SQL,us-central1,Database,prod,48.93,cloudgaze-prod-99
2025-06-08,Cloud SQL,us-central1,Database,staging,19.04,cloudgaze-prod-99
2025-06-08,Cloud Storage,us-central1,Data,prod,15.36,cloudgaze-prod-99
2025-06-08,Kubernetes Engine,europe-west1,DevOps,prod,59.53,cloudgaze-prod-99
2025-06-08,Kubernetes Engine,europe-west1,DevOps,staging,26.97,cloudgaze-prod-99
2025-06-08,BigQuery,us-central1,Data,prod,24.87,cloudgaze-prod-99
2025-06-09,Compute Engine,us-central1,Backend,prod,37.22,cloudgaze-prod-99
2025-06-09,Compute Engine,us-central1,Backend,dev,13.51,cloudgaze-prod-99
2025-06-09,Cloud SQL,us-central1,Database,prod,50.2,cloudgaze-prod-99
2025-06-09,Cloud SQL,us-central1,Database,staging,19.76,cloudgaze-prod-99
2025-06-09,Cloud Storage,us-central1,Data,prod,16.26,cloudgaze-prod-99
2025-06-09,Kubernetes Engine,europe-west1,DevOps,prod,65.05,cloudgaze-prod-99
2025-06-09,Kubernetes Engine,europe-west1,DevOps,staging,26.95,cloudgaze-prod-99
2025-06-09,BigQuery,us-central1,Data,prod,16.94,cloudgaze-prod-99
2025-06-10,Compute Engine,us-central1,Backend,prod,38.41,cloudgaze-prod-99
2025-06-10,Compute Engine,us-central1,Backend,dev,13.15,cloudgaze-prod-99
2025-06-10,Cloud SQL,us-central1,Database,prod,50.69,cloudgaze-prod-99
2025-06-10,Cloud SQL,us-central1,Database,staging,19.9,cloudgaze-prod-99
2025-06-10,Cloud Storage,us-central1,Data,prod,13.77,cloudgaze-prod-99
2025-06-10,Kubernetes Engine,europe-west1,DevOps,prod,63.7,cloudgaze-prod-99
2025-06-10,Kubernetes Engine,europe-west1,DevOps,staging,26.78,cloudgaze-prod-99
2025-06-10,BigQuery,us-central1,Data,prod,25.53,cloudgaze-prod-99
2025-06-11,Compute Engine,us-central1,Backend,prod,38.66,cloudgaze-prod-99
2025-06-11,Compute Engine,us-central1,Backend,dev,16.37,cloudgaze-prod-99
2025-06-11,Cloud SQL,us-central1,Database,prod,53.53,cloudgaze-prod-99
2025-06-11,Cloud SQL,us-central1,Database,staging,19.8,cloudgaze-prod-99
2025-06-11,Cloud Storage,us-central1,Data,prod,16.87,cloudgaze-prod-99
2025-06-11,Kubernetes Engine,europe-west1,DevOps,prod,65.78,cloudgaze-prod-99
2025-06-11,Kubernetes Engine,europe-west1,DevOps,staging,25.89,cloudgaze-prod-99
2025-06-11,BigQuery,us-central1,Data,prod,31.81,cloudgaze-prod-99
2025-06-12,Compute Engine,us-central1,Backend,prod,42.03,cloudgaze-prod-99
2025-06-12,Compute Engine,us-central1,Backend,dev,13.06,cloudgaze-prod-99
2025-06-12,Cloud SQL,us-central1,Database,prod,51.09,cloudgaze-prod-99
2025-06-12,Cloud SQL,us-central1,Database,staging,18.32,cloudgaze-prod-99
2025-06-12,Cloud Storage,us-central1,Data,prod,14.49,cloudgaze-prod-99
2025-06-12,Kubernetes Engine,europe-west1,DevOps,prod,65.52,cloudgaze-prod-99
2025-06-12,Kubernetes Engine,europe-west1,DevOps,staging,25.48,cloudgaze-prod-99
2025-06-12,BigQuery,us-central1,Data,prod,13.26,cloudgaze-prod-99
2025-06-13,Compute Engine,us-central1,Backend,prod,42.46,cloudgaze-prod-99
2025-06-13,Compute Engine,us-central1,Backend,dev,11.34,cloudgaze-prod-99
2025-06-13,Cloud SQL,us-central1,Database,prod,54.93,cloudgaze-prod-99
2025-06-13,Cloud SQL,us-central1,Database,staging,20.55,cloudgaze-prod-99
2025-06-13,Cloud Storage,us-central1,Data,prod,16.07,cloudgaze-prod-99
2025-06-13,Kubernetes Engine,europe-west1,DevOps,prod,57.57,cloudgaze-prod-99
2025-06-13,Kubernetes Engine,europe-west1,DevOps,staging,28.85,cloudgaze-prod-99
2025-06-13,BigQuery,us-central1,Data,prod,25.45,cloudgaze-prod-99
2025-06-14,Compute Engine,us-central1,Backend,prod,45.55,cloudgaze-prod-99
2025-06-14,Compute Engine,us-central1,Backend,dev,10.3,cloudgaze-prod-99
2025-06-14,Cloud SQL,us-central1,Database,prod,51.42,cloudgaze-prod-99
2025-06-14,Cloud SQL,us-central1,Database,staging,19.9,cloudgaze-prod-99
2025-06-14,Cloud Storage,us-central1,Data,prod,14.89,cloudgaze-prod-99
2025-06-14,Kubernetes Engine,europe-west1,DevOps,prod,72.47,cloudgaze-prod-99
2025-06-14,Kubernetes Engine,europe-west1,DevOps,staging,28.41,cloudgaze-prod-99
2025-06-14,BigQuery,us-central1,Data,prod,18.04,cloudgaze-prod-99
2025-06-15,Compute Engine,us-central1,Backend,prod,41.08,cloudgaze-prod-99
2025-06-15,Compute Engine,us-central1,Backend,dev,14.14,cloudgaze-prod-99
2025-06-15,Cloud SQL,us-central1,Database,prod,48.92,cloudgaze-prod-99
2025-06-15,Cloud SQL,us-central1,Database,staging,20.77,cloudgaze-prod-99
2025-06-15,Cloud Storage,us-central1,Data,prod,15.44,cloudgaze-prod-99
2025-06-15,Kubernetes Engine,europe-west1,DevOps,prod,50.5,cloudgaze-prod-99
2025-06-15,Kubernetes Engine,europe-west1,DevOps,staging,24.76,cloudgaze-prod-99
2025-06-15,BigQuery,us-central1,Data,prod,36.54,cloudgaze-prod-99
2025-06-16,Compute Engine,us-central1,Backend,prod,41.21,cloudgaze-prod-99
2025-06-16,Compute Engine,us-central1,Backend,dev,14.0,cloudgaze-prod-99
2025-06-16,Cloud SQL,us-central1,Database,prod,49.98,cloudgaze-prod-99
2025-06-16,Cloud SQL,us-central1,Database,staging,20.25,cloudgaze-prod-99
2025-06-16,Cloud Storage,us-central1,Data,prod,16.5,cloudgaze-prod-99
2025-06-16,Kubernetes Engine,europe-west1,DevOps,prod,52.71,cloudgaze-prod-99
2025-06-16,Kubernetes Engine,europe-west1,DevOps,staging,21.73,cloudgaze-prod-99
2025-06-16,BigQuery,us-central1,Data,prod,28.11,cloudgaze-prod-99
2025-06-17,Compute Engine,us-central1,Backend,prod,34.39,cloudgaze-prod-99
2025-06-17,Compute Engine,us-central1,Backend,dev,12.15,cloudgaze-prod-99
2025-06-17,Cloud SQL,us-central1,Database,prod,50.31,cloudgaze-prod-99
2025-06-17,Cloud SQL,us-central1,Database,staging,21.01,cloudgaze-prod-99
